id,data_provider,country,language,product_category,brand,model,year_of_manufacture,repair_status,group_identifier,date,problem
restart_3974,The Restart Project,GBR,English,TV and gaming-related accessories,Unknown,Unknown,????,End of life,Leicester Fixers,2017-03-25,dvd player
restart_3975,The Restart Project,GBR,English,Lamp,Unknown,Unknown,????,Fixed,Leicester Fixers,2017-03-25,
restart_3976,The Restart Project,GBR,English,Hi-Fi separates,Unknown,Unknown,????,Fixed,Leicester Fixers,2017-03-25,speakers
restart_3977,The Restart Project,GBR,English,Hi-Fi separates,Unknown,Unknown,????,Fixed,Leicester Fixers,2017-03-25,speakers
restart_3978,The Restart Project,GBR,English,Power tool,Unknown,Unknown,????,End of life,Leicester Fixers,2017-03-25,lawnmower
restart_3979,The Restart Project,GBR,English,Power tool,Unknown,Unknown,????,Fixed,Leicester Fixers,2017-03-25,hedge trimmer
restart_3980,The Restart Project,GBR,English,Misc,Unknown,Unknown,????,Fixed,Leicester Fixers,2017-03-25,garage alarm
restart_3981,The Restart Project,GBR,English,Misc,Unknown,Unknown,????,Fixed,Leicester Fixers,2017-03-25,sewing machine
restart_3982,The Restart Project,GBR,English,Hi-Fi integrated,Unknown,Unknown,????,Repairable,Leicester Fixers,2017-03-25,
restart_3983,The Restart Project,GBR,English,Hi-Fi separates,Unknown,Unknown,????,Fixed,Leicester Fixers,2017-03-25,
restart_3984,The Restart Project,GBR,English,Hi-Fi integrated,Unknown,Unknown,????,Fixed,Leicester Fixers,2017-03-25,
restart_3985,The Restart Project,GBR,English,Hi-Fi separates,Unknown,Unknown,????,Fixed,Leicester Fixers,2017-03-25,speaker
restart_3986,The Restart Project,GBR,English,Misc,Unknown,Unknown,????,Repairable,Leicester Fixers,2017-03-25,stereogram
restart_3987,The Restart Project,ESP,English,Toaster,Taurus,Unknown,????,End of life,Restarters Barcelona,2017-03-22,"No ignition,"
restart_3988,The Restart Project,ESP,English,Mobile,Unknown,Unknown,????,Repairable,Restarters Barcelona,2017-03-22,Start button did not go in
restart_3989,The Restart Project,ESP,English,Small kitchen item,Unknown,Unknown,????,Fixed,Restarters Barcelona,2017-03-22,Juicer - bad contactss
restart_3990,The Restart Project,ESP,English,Hi-Fi separates,Unknown,Unknown,????,Fixed,Restarters Barcelona,2017-03-22,"Speaker. Bad cable, cable fixed"
restart_3991,The Restart Project,ESP,English,PC Accessory,Unknown,Unknown,????,End of life,Restarters Barcelona,2017-03-22,PC Speaker - does not turn on. Broken Membranes
restart_3992,The Restart Project,ESP,English,Laptop,Unknown,Unknown,????,Fixed,Restarters Barcelona,2017-03-22,Does not detect USB drive
restart_3993,The Restart Project,ESP,English,Misc,Unknown,Unknown,????,End of life,Restarters Barcelona,2017-03-22,Calculator - screen not working
restart_3994,The Restart Project,ESP,English,Misc,Unknown,Unknown,????,Fixed,Restarters Barcelona,2017-03-22,Sewing Machine - issue with needle (agulla xoca). Adjusted screw on needle
restart_3995,The Restart Project,GBR,English,Misc,Lindan,Unknown,????,Fixed,Restart HQ,2017-04-01,Baby monitor - problem with the power charging port
restart_3996,The Restart Project,GBR,English,Hi-Fi separates,NAD,Unknown,????,Fixed,Restart HQ,2017-04-01,CD player - Tray damaged by kids. Opened and fixed the damaged plastic spindle part.
restart_3997,The Restart Project,GBR,English,Lamp,Unknown,Unknown,????,Fixed,Restart HQ,2017-04-01,It was the fuse. New switch fitted as well.
restart_3998,The Restart Project,GBR,English,Vacuum,Vileda,Unknown,????,Fixed,Restart HQ,2017-04-01,Robot vacuum - Faulty component (resistor?) had been ID'ed at a previous event and was fitted.
restart_3999,The Restart Project,GBR,English,Handheld entertainment device,Sony,Walkman,????,Repairable,Restart HQ,2017-04-01,"Beautiful 80s Walkman, drive belt was exhausted."
restart_4000,The Restart Project,GBR,English,Misc,Clock,Clock windup,????,Fixed,Restart HQ,2017-04-01,Explained to the owner how to use it!
restart_4001,The Restart Project,GBR,English,Misc,Clock,Clock battery-power,????,End of life,Restart HQ,2017-04-01,Throw-away design
restart_4002,The Restart Project,GBR,English,Printer/scanner,Epson,XP225,????,Repairable,Restart HQ,2017-04-01,Owner left early. Couldn't find a way to test it
restart_4003,The Restart Project,GBR,English,Handheld entertainment device,JBL,Unknown,????,Fixed,Restart HQ,2017-04-01,"Bluetooh speaker - Needs a spare part, to replace micro USB charging port"
restart_4004,The Restart Project,GBR,English,Misc,DJI,Phantom 3 drone,????,Repairable,Restart HQ,2017-04-01,Board damaged after an attempt to replace the other shell.
restart_4005,The Restart Project,GBR,English,Headphones,Skullcandy,Lowrider Athletic,????,End of life,Restart HQ,2017-04-01,Transducer gone.
restart_4006,The Restart Project,GBR,English,Small kitchen item,Cuisinart,"DLC family, metallic",????,Repairable,Restart HQ,2017-04-01,Gets power but no movement. No solution found
restart_4007,The Restart Project,GBR,English,Lamp,Unknown,Unknown,????,Fixed,Restart HQ,2017-04-01,Fuse
restart_4008,The Restart Project,GBR,English,Lamp,Unknown,Unknown,????,Fixed,Restart HQ,2017-04-01,Fuse
restart_4009,The Restart Project,GBR,English,Lamp,IKEA,JANSJÃ–,????,Fixed,Restart HQ,2017-04-01,Needed fraying wires needed taping with electrical tape
restart_4010,The Restart Project,GBR,English,Printer/scanner,HP,Photosmart D7300,????,Fixed,Restart HQ,2017-04-01,Epic paper jam.
restart_4011,The Restart Project,GBR,English,Tablet,Samsung,Tab3,2013,Repairable,Restart HQ,2017-04-01,"Tab3 10"" USB charging port damaged. Spare part available and repair very doable"
restart_4012,The Restart Project,GBR,English,Mobile,Apple,iPhone 4s,2011,Repairable,Restart HQ,2017-04-01,"Asks for iTunes only. Advice given, hopefully DIY ready"
restart_4013,The Restart Project,ESP,English,Digital Compact Camera,Unknown,Unknown,????,End of life,Restarters Barcelona,2017-03-22,Sensor Error
restart_4014,The Restart Project,ESP,English,Printer/scanner,Unknown,Unknown,????,End of life,Restarters Barcelona,2017-03-22,Printer - error with printing> not enough information to resolve problem
restart_4015,The Restart Project,ESP,English,Printer/scanner,Unknown,Unknown,????,Repairable,Restarters Barcelona,2017-03-22,Scanner - lights up but does not go
restart_4016,The Restart Project,ESP,English,Mobile,Unknown,Unknown,????,Repairable,Restarters Barcelona,2017-03-22,Battery lasts two hours
restart_4017,The Restart Project,ESP,English,Hi-Fi separates,Unknown,Unknown,????,Repairable,Restarters Barcelona,2017-03-22,Speaker - no sound. Cable cut
restart_4018,The Restart Project,ESP,English,Hi-Fi separates,Unknown,Unknown,????,Repairable,Restarters Barcelona,2017-03-22,"Speaker - ""no vabÃ©"" - loose jack"
restart_4020,The Restart Project,USA,English,Mobile,Apple,Iphone6s,2015,Fixed,Restart Center ECFS,2016-09-30,
restart_4021,The Restart Project,USA,English,Mobile,Apple,iPhone 5s,2013,Fixed,Restart Center ECFS,2016-10-31,Cracked screen
restart_4022,The Restart Project,USA,English,Mobile,Apple,iPhone 6,2014,Fixed,Restart Center ECFS,2016-10-31,Cracked screen
restart_4023,The Restart Project,USA,English,Mobile,Apple,iPhone 5c,2013,Fixed,Restart Center ECFS,2016-10-31,Cracked screen
restart_4024,The Restart Project,USA,English,Laptop,Apple,Macbook Pro 2012,2012,Fixed,Restart Center ECFS,2016-10-31,Dead battery
restart_4025,The Restart Project,USA,English,Mobile,Apple,iPhone 6,2014,Fixed,Restart Center ECFS,2016-10-31,Cracked screen
restart_4026,The Restart Project,USA,English,Mobile,Apple,iPhone 6,2014,Fixed,Restart Center ECFS,2016-10-31,Cracked screen
restart_4027,The Restart Project,USA,English,Mobile,Apple,iPhone 5s,2013,Fixed,Restart Center ECFS,2016-10-31,Cracked screen
restart_4028,The Restart Project,USA,English,Mobile,Apple,iPhone 6Plus,2014,Fixed,Restart Center ECFS,2016-11-30,Cracked screen
restart_4029,The Restart Project,USA,English,Mobile,Apple,iPhone 5SE,2013,Fixed,Restart Center ECFS,2016-11-30,Cracked screen
restart_4030,The Restart Project,USA,English,Mobile,Apple,iPhone 5s,2013,Fixed,Restart Center ECFS,2016-11-30,Cracked screen
restart_4031,The Restart Project,USA,English,Mobile,Apple,iPhone 6,2014,Fixed,Restart Center ECFS,2016-11-30,Cracked screen
restart_4032,The Restart Project,USA,English,Mobile,Apple,iPhone 5s,2013,Fixed,Restart Center ECFS,2016-11-30,Battery
restart_4033,The Restart Project,USA,English,Mobile,Apple,iPhone 6,2014,Fixed,Restart Center ECFS,2016-11-30,Not turning on
restart_4035,The Restart Project,USA,English,Mobile,Apple,iPhone 6,2014,Fixed,Restart Center ECFS,2016-12-31,Crashing
restart_4036,The Restart Project,USA,English,Laptop,Apple,Macbook Pro 2013,2013,Fixed,Restart Center ECFS,2016-12-31,Cracked screen
restart_4037,The Restart Project,USA,English,Mobile,Apple,iPhone 6,2014,Fixed,Restart Center ECFS,2016-12-31,Cracked screen
restart_4038,The Restart Project,USA,English,Laptop,Apple,Macbook Pro 2012,2012,Fixed,Restart Center ECFS,2016-12-31,Won't charge
restart_4039,The Restart Project,USA,English,Mobile,Apple,iPhone 4s,2011,Fixed,Restart Center ECFS,2016-12-31,Battery
restart_4040,The Restart Project,USA,English,Mobile,Apple,iPhone 5c,2013,Fixed,Restart Center ECFS,2017-01-31,Cracked screen
restart_4041,The Restart Project,USA,English,Mobile,Apple,iPhone 6s,2015,Fixed,Restart Center ECFS,2017-01-31,Cracked screen
restart_4042,The Restart Project,USA,English,Mobile,Apple,iPhone 5s,2013,Fixed,Restart Center ECFS,2017-01-31,Cracked screen
restart_4043,The Restart Project,USA,English,Mobile,Apple,iPhone 6s,2015,Fixed,Restart Center ECFS,2017-01-31,Cracked screen
restart_4044,The Restart Project,USA,English,Mobile,Apple,iPhone 6s,2015,Fixed,Restart Center ECFS,2017-01-31,Cracked screen
restart_4045,The Restart Project,USA,English,Mobile,Apple,iPhone 6,2014,Fixed,Restart Center ECFS,2017-01-31,Cracked screen
restart_4046,The Restart Project,USA,English,Mobile,Apple,iPhone 6,2014,Fixed,Restart Center ECFS,2017-01-31,Battery
restart_4047,The Restart Project,USA,English,Mobile,Apple,iPhone 6s,2015,Fixed,Restart Center ECFS,2017-01-31,Cracked screen
restart_4048,The Restart Project,USA,English,Mobile,Apple,iPhone 6s,2015,Fixed,Restart Center ECFS,2017-03-30,Cracked screen
restart_4049,The Restart Project,USA,English,Mobile,Apple,iPhone 5s,2013,Fixed,Restart Center ECFS,2017-03-30,Cracked screen
restart_4050,The Restart Project,USA,English,Mobile,Apple,iPhone 5c,2013,Fixed,Restart Center ECFS,2017-03-30,Cracked screen
restart_4051,The Restart Project,USA,English,Mobile,Apple,iPhone 6,2014,Fixed,Restart Center ECFS,2017-03-30,Cracked screen and home button
restart_4052,The Restart Project,USA,English,Mobile,Apple,iPhone SE,2016,Fixed,Restart Center ECFS,2017-03-30,Cracked screen and blurry camera
restart_4053,The Restart Project,USA,English,Laptop,Apple,Macbook Pro 2012,2012,Fixed,Restart Center ECFS,2017-03-30,Cracked screen
restart_4054,The Restart Project,USA,English,Mobile,Apple,iPhone 6,2014,Fixed,Restart Center ECFS,2017-03-30,Cracked screen
restart_4055,The Restart Project,USA,English,Mobile,Apple,iPhone 6,2014,Fixed,Restart Center ECFS,2017-03-30,Cracked screen
restart_4056,The Restart Project,USA,English,Mobile,Apple,iPhone 6s,2015,Fixed,Restart Center ECFS,2017-03-30,"Cracked screen, damaged home button"
restart_4058,The Restart Project,GBR,English,Lamp,Unknown,Unknown,????,End of life,The Goodlife Centre,2017-03-19,Touch lamp
restart_4059,The Restart Project,GBR,English,Misc,Unknown,Unknown,????,Fixed,The Goodlife Centre,2017-03-19,Heater
restart_4060,The Restart Project,GBR,English,Small kitchen item,Unknown,Unknown,????,Fixed,The Goodlife Centre,2017-03-19,Slow cooker
restart_4061,The Restart Project,GBR,English,Toy,Unknown,Unknown,????,End of life,The Goodlife Centre,2017-03-19,
restart_4062,The Restart Project,GBR,English,Toy,Unknown,Unknown,????,Fixed,The Goodlife Centre,2017-03-19,
restart_4063,The Restart Project,GBR,English,Lamp,Unknown,Unknown,????,Repairable,The Goodlife Centre,2017-03-19,Touch switch out
restart_4064,The Restart Project,GBR,English,Lamp,Unknown,Unknown,????,Repairable,The Goodlife Centre,2017-03-19,Transformer out
restart_4065,The Restart Project,GBR,English,Laptop,Lenovo,ThinkPad,????,Repairable,The Goodlife Centre,2017-03-19,Advised on where to get fixed
restart_4066,The Restart Project,GBR,English,Tablet,Unknown,Unknown,????,Repairable,The Goodlife Centre,2017-03-19,Advised on where to get fixed
restart_4067,The Restart Project,GBR,English,Mobile,Nokia,9800,????,Repairable,The Goodlife Centre,2017-03-19,advised on where to get fixed
restart_4068,The Restart Project,GBR,English,Laptop,Apple,Macbook,????,Repairable,The Goodlife Centre,2017-03-19,Emailing details of repair needed
restart_4069,The Restart Project,GBR,English,Vacuum,Whirlwind,Unknown,????,Fixed,Hackney Fixers,2017-03-18,Spitting out dust
restart_4070,The Restart Project,GBR,English,Hair & Beauty item,Remington,Unknown,????,Repairable,Hackney Fixers,2017-03-18,"Hair trimmer, slow clippers. Cleaned out and showed how to replace blades."
restart_4071,The Restart Project,GBR,English,Tablet,Amazon,Kindle,????,Repairable,Hackney Fixers,2017-03-18,Mini Opera broken. More research needed.
restart_4072,The Restart Project,GBR,English,Laptop,ASUS,Unknown,????,Repairable,Hackney Fixers,2017-03-18,"2nd visit to replace compnenets. Not finished, will come to Camden Restart Party"
restart_4073,The Restart Project,GBR,English,Small kitchen item,Philips,Unknown,????,End of life,Hackney Fixers,2017-03-18,"Blender, not turning on. Not fixable."
restart_4074,The Restart Project,GBR,English,Lamp,Unknown,Unknown,????,Fixed,Hackney Fixers,2017-03-18,Dodgy switch fixed.
restart_4075,The Restart Project,GBR,English,Hi-Fi separates,Arcam,Unknown,????,Repairable,Hackney Fixers,2017-03-18,Amplifier not turning on. Needs a transformer.
restart_4076,The Restart Project,GBR,English,Laptop,Dell,Unknown,????,Repairable,Hackney Fixers,2017-03-18,Need to change Operating System.
restart_4077,The Restart Project,GBR,English,Tablet,Nexus,Unknown,????,Repairable,Hackney Fixers,2017-03-18,Not charging. Might be working!
restart_4078,The Restart Project,GBR,English,Mobile,HTC,Unknown,????,Repairable,Hackney Fixers,2017-03-18,Faulty charger connection
restart_4079,The Restart Project,GBR,English,Portable radio,Daewoo,Unknown,????,Fixed,Hackney Fixers,2017-03-18,Skips tracks.
restart_4080,The Restart Project,GBR,English,Small kitchen item,Kenwood,Unknown,????,Repairable,Hackney Fixers,2017-03-18,Mixer not turning on. Looks like it needs a new motor.
restart_4081,The Restart Project,GBR,English,Laptop,Apple,Unknown,????,Fixed,Hackney Fixers,2017-03-18,WiFi not working. Can fix himself now.
restart_4082,The Restart Project,GBR,English,Laptop,Samsung,Unknown,????,Repairable,Hackney Fixers,2017-03-18,Virus/WiFi/Software. Needs new OS.
restart_4083,The Restart Project,GBR,English,Laptop,Dell,Unknown,????,Repairable,Hackney Fixers,2017-03-18,"Loose wire, screen not working. Needs new screen. Can fit himself now."
restart_4084,The Restart Project,GBR,English,Laptop,Acer,Unknown,????,Fixed,Hackney Fixers,2017-03-18,Dodgy USB port.
restart_4085,The Restart Project,GBR,English,Misc,Sky,Unknown,????,Repairable,Hackney Fixers,2017-03-18,Sky Drone not receiving remote signals.
restart_4086,The Restart Project,GBR,English,Handheld entertainment device,Nintendo,DS,????,Fixed,Hackney Fixers,2017-03-18,"Faulty ""R"" button"
restart_4087,The Restart Project,GBR,English,Small kitchen item,Unknown,Unknown,????,End of life,Hackney Fixers,2017-03-18,Coffee machine trips fuses. Short in heating element.
restart_4088,The Restart Project,GBR,English,Hair & Beauty item,BaByliss,Unknown,????,Repairable,Hackney Fixers,2017-03-18,Electric clippers not turning on.
restart_4089,The Restart Project,GBR,English,Tablet,ASUS,Unknown,????,Repairable,Hackney Fixers,2017-03-18,Not turning on. Charge it and see.
restart_4090,The Restart Project,GBR,English,Laptop,ASUS,Unknown,????,Repairable,Hackney Fixers,2017-03-18,A few dodgy keys
restart_4091,The Restart Project,GBR,English,Hi-Fi integrated,Technics,Unknown,????,Fixed,Hackney Fixers,2017-03-18,CD player broken.
restart_4092,The Restart Project,GBR,English,Tablet,Unknown,Unknown,????,Fixed,Hackney Fixers,2017-03-18,"Android, Faulty power button"
restart_4093,The Restart Project,GBR,English,Hi-Fi separates,Pioneer,Unknown,????,Repairable,Hackney Fixers,2017-03-18,"Mixing desk, faulty channel. Needs sound source and headphones for diagnostics."
restart_4094,The Restart Project,GBR,English,Hair & Beauty item,Remington,Unknown,????,Fixed,Hackney Fixers,2017-03-18,"Hairdryer, faulty switch. Fixed with Sugru, needs to set before testing."
restart_4095,The Restart Project,GBR,English,Hair & Beauty item,Remington,Unknown,????,End of life,Hackney Fixers,2017-03-18,"Hairdryer, faulty. Want to dismantle. Not designed to be opened. Destroyed in process."
restart_4096,The Restart Project,GBR,English,Portable radio,Philips,Unknown,????,Repairable,Hackney Fixers,2017-03-18,"Wind upradio with broken winder. Diagnosed, needs a part."
restart_4097,The Restart Project,GBR,English,Misc,Unknown,Unknown,????,Fixed,Hackney Fixers,2017-03-18,"MXDW - Shower, broken knob. Fix in progress with Formcard."
restart_4098,The Restart Project,GBR,English,Mobile,Unknown,Unknown,????,Repairable,Hackney Fixers,2017-03-18,Moaike - Won't charge
restart_4099,The Restart Project,GBR,English,Laptop,Apple,Macbook,????,Repairable,Hackney Fixers,2017-03-18,Boot up problem (s/w). Needs new charger.
restart_4101,The Restart Project,GBR,English,Laptop,Sony,Unknown,????,Fixed,Hackney Fixers,2017-03-18,O/S changed to Linux unsucessfully. Fixed.
restart_4102,The Restart Project,GBR,English,Laptop,Apple,Macbook,????,Fixed,Hackney Fixers,2017-03-18,Sticky key
restart_4103,The Restart Project,GBR,English,Portable radio,Tivoli Audio,Unknown,????,Repairable,Hackney Fixers,2017-03-18,Doesn't switch on.
restart_4104,The Restart Project,GBR,English,Mobile,Apple,iPhone,????,Fixed,Hackney Fixers,2017-03-18,Screen too dark. Fixed (needs new parts).
restart_4105,The Restart Project,GBR,English,Hi-Fi separates,JVC,Unknown,????,Fixed,Hackney Fixers,2017-03-18,Turntable. Incorrect RPM.
restart_4106,The Restart Project,GBR,English,Paper shredder,Amazon,Unknown,????,Fixed,Hackney Fixers,2017-03-18,Not shredding
restart_4107,The Restart Project,GBR,English,Laptop,Dell,Unknown,????,Repairable,Hackney Fixers,2017-03-18,Error message
restart_4108,The Restart Project,GBR,English,Misc,Braun,Unknown,????,Fixed,Hackney Fixers,2017-03-18,Alarm clock has stopped.
restart_4109,The Restart Project,GBR,English,Small kitchen item,Unknown,Unknown,????,Repairable,Hackney Fixers,2017-03-18,Mixer doesn't work. Diagnosed and has instructions for next step.
restart_4110,The Restart Project,NOR,English,Handheld entertainment device,Abrahamsen,Unknown,????,End of life,Restarters Oslo,2017-03-04,Dac player
restart_4111,The Restart Project,NOR,English,Portable radio,Genema Lab,Unknown,????,Fixed,Restarters Oslo,2017-03-04,Does not play with the current Dab network
restart_4112,The Restart Project,NOR,English,Mobile,Apple,iPhone,2013,End of life,Restarters Oslo,2017-03-04,
restart_4113,The Restart Project,NOR,English,Handheld entertainment device,Apple,iPod,????,Fixed,Restarters Oslo,2017-03-04,Change battery
restart_4114,The Restart Project,NOR,English,Laptop,Apple,Mac iBook,????,Fixed,Restarters Oslo,2017-03-04,Change harddisc
restart_4115,The Restart Project,NOR,English,Mobile,Sony,Xperia compact,????,Repairable,Restarters Oslo,2017-03-04,
restart_4116,The Restart Project,NOR,English,Hi-Fi separates,Unknown,Unknown,????,Fixed,Restarters Oslo,2017-03-04,The cord does not work
restart_4117,The Restart Project,NOR,English,Misc,Tacktick,Unknown,????,Fixed,Restarters Oslo,2017-03-04,Log Speedometere - Change battery
restart_4118,The Restart Project,NOR,English,Mobile,Samsung,Unknown,????,Fixed,Restarters Oslo,2017-03-04,Software challenge
restart_4119,The Restart Project,NOR,English,Laptop,Hp,Unknown,????,Repairable,Restarters Oslo,2017-03-04,Software problem
restart_4120,The Restart Project,NOR,English,Tablet,Apple,Unknown,????,Fixed,Restarters Oslo,2017-03-04,Change screen
restart_4121,The Restart Project,NOR,English,Tablet,Samsung,Unknown,????,Fixed,Restarters Oslo,2017-03-04,Does not charge
restart_4122,The Restart Project,NOR,English,Portable radio,Leve,Unknown,????,Repairable,Restarters Oslo,2017-03-04,Does not work with Dab
restart_4123,The Restart Project,NOR,English,TV and gaming-related accessories,Philips,Unknown,????,Fixed,Restarters Oslo,2017-03-04,The disc does not go out
restart_4124,The Restart Project,NOR,English,Small kitchen item,Bosch,Coffee maker,????,End of life,Restarters Oslo,2017-03-04,The water goes everywhere
restart_4125,The Restart Project,NOR,English,Mobile,Samsung,Galaxy,????,Fixed,Restarters Oslo,2017-03-04,Screen does not work
restart_4126,The Restart Project,NOR,English,Tablet,Apple,iPad,2016,Fixed,Restarters Oslo,2017-03-04,Start button does not work
restart_4127,The Restart Project,NOR,English,Mobile,Fairphone,2,????,Repairable,Restarters Oslo,2017-03-04,Microphone does not work
restart_4128,The Restart Project,NOR,English,Portable radio,Unknown,Unknown,????,Repairable,Restarters Oslo,2017-03-04,Does not turn on
restart_4129,The Restart Project,NOR,English,Laptop,Unknown,Unknown,????,Repairable,Restarters Oslo,2017-03-04,Does not turn on - 2-3 years
restart_4130,The Restart Project,NOR,English,Mobile,Sony,Ericcson Xperia,????,Repairable,Restarters Oslo,2017-03-04,Does not turn on
restart_4131,The Restart Project,NOR,English,Mobile,Apple,iPhone 4,2010,Fixed,Restarters Oslo,2017-03-04,Water damage
restart_4132,The Restart Project,NOR,English,Misc,Unknown,Unknown,????,Fixed,Restarters Oslo,2017-03-04,"Lamp - Bad contacts. Brand uncertain, possibly ""Watch"""
restart_4133,The Restart Project,NOR,English,Misc,Unknown,Quicktinonary,????,Repairable,Restarters Oslo,2017-03-04,Digital translator - Broken Screen
restart_4134,The Restart Project,NOR,English,Mobile,Apple,iPhone,????,Repairable,Restarters Oslo,2017-03-04,Button does not work
restart_4135,The Restart Project,NOR,English,Misc,Dell,Unknown,????,End of life,Restarters Oslo,2017-03-04,Charger - Does not work
restart_4136,The Restart Project,NOR,English,Misc,Unknown,Unknown,????,End of life,Restarters Oslo,2017-03-04,Massage tool - Does not turn on
restart_4137,The Restart Project,NOR,English,Misc,Unknown,Unknown,????,Fixed,Restarters Oslo,2017-01-28,Electric saw
restart_4138,The Restart Project,NOR,English,Headphones,AKG,Unknown,????,Fixed,Restarters Oslo,2017-01-28,Broken cord
restart_4139,The Restart Project,NOR,English,Headphones,Unknown,Unknown,????,End of life,Restarters Oslo,2017-01-28,"Earplugs, One earplugg does not give sound"
restart_4140,The Restart Project,NOR,English,Handheld entertainment device,Apple,iPod,????,Repairable,Restarters Oslo,2017-01-28,Turns off after charging
restart_4141,The Restart Project,NOR,English,Printer/scanner,Nikon,13 Ã¥r,????,Fixed,Restarters Oslo,2017-01-28,Bad connection
restart_4142,The Restart Project,NOR,English,Handheld entertainment device,Unknown,Unknown,????,Fixed,Restarters Oslo,2017-01-28,Bad connection
restart_4143,The Restart Project,NOR,English,Decorative or safety lights,Unknown,Unknown,????,Fixed,Restarters Oslo,2017-01-28,Battery case broken
restart_4144,The Restart Project,NOR,English,Headphones,Bose,Unknown,????,Fixed,Restarters Oslo,2017-01-28,
restart_4145,The Restart Project,NOR,English,Laptop,Lenovo,Unknown,????,Repairable,Restarters Oslo,2017-01-28,3 letters in keyboard are broken
restart_4146,The Restart Project,NOR,English,Laptop,ASUS,8 years,????,Fixed,Restarters Oslo,2017-01-28,Does not start
restart_4147,The Restart Project,NOR,English,Laptop,ASUS,6 years,????,Fixed,Restarters Oslo,2017-01-28,Too dusty - needs a clean
restart_4148,The Restart Project,NOR,English,Headphones,Unknown,Unknown,????,Fixed,Restarters Oslo,2017-01-28,"Bad connection, no sound"
restart_4149,The Restart Project,NOR,English,Hair & Beauty item,Unknown,Unknown,????,Fixed,Restarters Oslo,2017-01-28,Uneven motor
restart_4150,The Restart Project,NOR,English,Laptop,Apple,Mac,????,Fixed,Restarters Oslo,2017-01-28,Slow laptop
restart_4151,The Restart Project,NOR,English,Power tool,Kenwood,Unknown,????,Repairable,Restarters Oslo,2017-01-28,Does not start
restart_4152,The Restart Project,NOR,English,Hi-Fi integrated,Unknown,Unknown,????,Fixed,Restarters Oslo,2017-01-28,Record player - the records does not go around
restart_4153,The Restart Project,NOR,English,Laptop,Dell,Unknown,????,Repairable,Restarters Oslo,2017-01-28,Does not turn on
restart_4154,The Restart Project,NOR,English,Misc,Unknown,Unknown,????,Fixed,Restarters Oslo,2017-01-28,Light - does not lit
restart_4155,The Restart Project,NOR,English,Toaster,Unknown,Unknown,????,Fixed,Restarters Oslo,2017-01-28,Needs cord change
restart_4156,The Restart Project,NOR,English,Hi-Fi integrated,Unknown,Unknown,????,Fixed,Restarters Oslo,2017-01-28,Volume control does not work - 15 years
restart_4157,The Restart Project,NOR,English,Power tool,KitchenAid,Unknown,????,Repairable,Restarters Oslo,2017-01-28,Light blinks
restart_4158,The Restart Project,NOR,English,Misc,Unknown,Unknown,????,Repairable,Restarters Oslo,2017-01-28,Ammepumpe - Turns off
restart_4159,The Restart Project,NOR,English,Laptop,Dell,Unknown,????,Fixed,Restarters Oslo,2017-01-28,Needs software clean
restart_4160,The Restart Project,NOR,English,Headphones,Marshall,Unknown,????,Repairable,Restarters Oslo,2017-01-28,Something is loose - does not turn on
restart_4161,The Restart Project,NOR,English,Mobile,Apple,iPhone,????,Fixed,Restarters Oslo,2017-01-28,Broken screen
restart_4162,The Restart Project,NOR,English,Headphones,Unknown,Unknown,????,End of life,Restarters Oslo,2017-01-28,Earplugs - No sound in one ear
restart_4163,The Restart Project,NOR,English,Power tool,Bosch,Unknown,????,Repairable,Restarters Oslo,2017-01-28,Week battery
restart_4164,The Restart Project,NOR,English,Power tool,KitchenAid,Unknown,????,Repairable,Restarters Oslo,2017-01-28,Does not work
restart_4165,The Restart Project,NOR,English,Laptop,Samsung,Unknown,????,Repairable,Restarters Oslo,2017-01-28,Needs updates
restart_4166,The Restart Project,NOR,English,Headphones,Unknown,Unknown,????,End of life,Restarters Oslo,2017-01-28,"Earplugs, No sound"
restart_4167,The Restart Project,NOR,English,Headphones,Beats,1 year,????,Fixed,Restarters Oslo,2017-01-28,No sound in one ear
restart_4168,The Restart Project,NOR,English,Laptop,Apple,Mac,????,Fixed,Restarters Oslo,2017-01-28,Needs to take out battery
restart_4169,The Restart Project,NOR,English,Headphones,Unknown,Unknown,????,Repairable,Restarters Oslo,2017-01-28,Earplugs
restart_4170,The Restart Project,NOR,English,Laptop,Apple,Mac,????,Fixed,Restarters Oslo,2017-01-28,Full harddisc
restart_4171,The Restart Project,NOR,English,Mobile,Apple,Unknown,????,Repairable,Restarters Oslo,2017-01-28,iPhone charger
restart_4172,The Restart Project,NOR,English,Laptop,ASUS,Unknown,????,Fixed,Restarters Oslo,2017-01-28,Space button does not work
restart_4173,The Restart Project,NOR,English,Laptop,Apple,Mac,????,Repairable,Restarters Oslo,2017-01-28,Screen shows snow
restart_4174,The Restart Project,NOR,English,Headphones,Beyerdynamic,Unknown,????,Fixed,Restarters Oslo,2017-01-28,loose cable
restart_4175,The Restart Project,NOR,English,Small kitchen item,Bosch,Unknown,????,Repairable,Restarters Oslo,2017-01-28,Giving out water in wrong end
restart_4176,The Restart Project,NOR,English,Hi-Fi separates,Yamaha,Unknown,????,End of life,Restarters Oslo,2017-01-28,
restart_4177,The Restart Project,NOR,English,Headphones,Beyerdynamic,10 years,????,End of life,Restarters Oslo,2017-01-28,No sound
restart_4178,The Restart Project,NOR,English,Handheld entertainment device,Apple,iPod,????,End of life,Restarters Oslo,2017-01-28,Display does not work
